Verification log – 2026-05-17 11:55:55 UTC
Execution time: 40.6s
Total proxies tested: 134
Working proxies found: 38
------------------------------------------------------------
Timestamp                   Host:Port                      Status Ping     Region
2026-05-17T11:55:54.933162  176.65.135.65:23               FAIL   -        eu
2026-05-17T11:55:54.934039  87.248.132.34:70               FAIL   -        eu
2026-05-17T11:55:54.934084  91.239.192.154:7443            FAIL   -        eu
2026-05-17T11:55:54.935054  194.120.230.106:433            FAIL   -        eu
2026-05-17T11:55:54.935067  91.239.192.153:9443            FAIL   -        eu
2026-05-17T11:55:54.935105  195.254.165.168:9443           FAIL   -        eu
2026-05-17T11:55:54.936057  77.72.80.86:443                FAIL   -        eu
2026-05-17T11:55:54.936066  77.72.80.83:9443               FAIL   -        eu
2026-05-17T11:55:54.936073  195.254.165.23:9443            FAIL   -        eu
2026-05-17T11:55:54.936993  152.232.8.182:443              FAIL   -        eu
2026-05-17T11:55:54.938088  185.3.200.186:2054             FAIL   -        eu
2026-05-17T11:55:54.938098  195.254.165.71:9443            FAIL   -        eu
2026-05-17T11:55:54.938105  185.3.200.172:4455             FAIL   -        eu
2026-05-17T11:55:54.938986  195.254.165.213:4455           FAIL   -        eu
2026-05-17T11:55:54.939982  185.3.200.186:5566             FAIL   -        eu
2026-05-17T11:55:54.940994  77.72.80.77:9443               FAIL   -        eu
2026-05-17T11:55:54.961987  sabr.ssboriat.co.uk:531        FAIL   -        eu
2026-05-17T11:55:54.965334  https-cdn-ddns.itdeveloper.info.:88 FAIL   -        eu
2026-05-17T11:55:54.965352  tavakalta-alalah.info:443      FAIL   -        eu
2026-05-17T11:55:54.965358  iran.zibayi.shop.:888          FAIL   -        eu
2026-05-17T11:55:54.966994  new.sitemcinet.co.uk:443       FAIL   -        eu
2026-05-17T11:55:54.967055  general.irancell-ir.cfd:443    FAIL   -        eu
2026-05-17T11:55:54.971984  Masi.zban-df.info:8888         FAIL   -        eu
2026-05-17T11:55:54.974980  reboot.tikla.info:443          FAIL   -        eu
2026-05-17T11:55:54.976975  www.merco-karco.website:443    FAIL   -        eu
2026-05-17T11:55:54.988217  total.beyondeson-co.cfd:443    FAIL   -        eu
2026-05-17T11:55:54.988229  www.myssscript.beauty.:8888    FAIL   -        eu
2026-05-17T11:55:55.019750  yazdan.htop.info:443           FAIL   -        eu
2026-05-17T11:55:55.020092  khoda.hafez.info:443           FAIL   -        eu
2026-05-17T11:55:55.043910  185.3.200.191:4455             FAIL   -        eu
2026-05-17T11:55:55.043962  185.3.200.136:2053             FAIL   -        eu
2026-05-17T11:55:55.046985  87.248.132.38:85               FAIL   -        eu
2026-05-17T11:55:55.050773  144.31.221.15:443              FAIL   -        eu
2026-05-17T11:55:55.050793  paitakht.arasto.info:443       FAIL   -        eu
2026-05-17T11:55:55.051995  93.183.88.188:443              FAIL   -        eu
2026-05-17T11:55:55.057053  sitemcinet.co.uk:443           FAIL   -        eu
2026-05-17T11:55:55.059977  195.254.165.211:4455           FAIL   -        eu
2026-05-17T11:55:55.072988  163.5.31.10:8443               FAIL   -        eu
2026-05-17T11:55:55.085793  connect.tproxyru.click:8980    FAIL   -        ru
2026-05-17T11:55:55.088022  www.qatar-railways.info.:443   FAIL   -        eu
2026-05-17T11:55:55.095004  87.248.132.99:8443             FAIL   -        eu
2026-05-17T11:55:55.095794  tee.mobemouy.com:443           FAIL   -        eu
2026-05-17T11:55:55.095985  cdn.koukicohost1.co.uk:443     FAIL   -        eu
2026-05-17T11:55:55.097837  5.75.197.246:443               FAIL   -        eu
2026-05-17T11:55:55.097985  collider.web-yektanet-com.info:443 FAIL   -        eu
2026-05-17T11:55:55.100986  195.254.165.169:2053           FAIL   -        eu
2026-05-17T11:55:55.101984  i-love-femboys.etherealvpn.uk:443 FAIL   -        ru
2026-05-17T11:55:55.112987  iran.quickdl.info.:443         FAIL   -        eu
2026-05-17T11:55:55.115993  now.tproxyru.click:8980        FAIL   -        ru
2026-05-17T11:55:55.132616  World-press.Online-shop.speeker-voice.avadox-zhoan.info:144 FAIL   -        eu
2026-05-17T11:55:55.159972  proxy.subs-sosavpn.ru:8443     FAIL   -        eu
2026-05-17T11:55:55.204774  www.lastingg.baby.:8888        FAIL   -        eu
2026-05-17T11:55:55.229029  dd.tgproxy.today:8080          FAIL   -        eu
2026-05-17T11:55:55.262986  gclass-5.ir:443                FAIL   -        eu
2026-05-17T11:55:55.271237  app.aftabneta2.ir:85           FAIL   -        eu
2026-05-17T11:55:55.275632  www.beastmode.icu.:8888        FAIL   -        eu
------------------------------------------------------------

Top 20 fastest proxies:
  195.254.165.250:25565 | ping=0.113s | eu | 
  91.108.248.15:443 | ping=0.115s | ru | ,_q%\|yandex.ru
  89.125.188.111:443 | ping=0.115s | ru | }.r:f*yandex.ru
  185.117.0.248:443 | ping=0.117s | eu | q`,e8yahoo.com
  195.254.165.247:25565 | ping=0.119s | eu | 
  195.254.165.253:25565 | ping=0.119s | eu | 
  195.254.165.251:25565 | ping=0.119s | eu | 
  195.254.165.249:25565 | ping=0.119s | eu | 
  195.254.165.252:25565 | ping=0.12s | eu | 
  116.203.134.165:443 | ping=0.121s | eu | cloudflare.com
  178.105.141.172:443 | ping=0.123s | eu | a#z2:googleapis.com
  23.88.51.230:443 | ping=0.123s | eu | 
  104.253.43.94:443 | ping=0.127s | ru | h1,&05eoyandex.ru
  104.253.43.74:443 | ping=0.127s | ru | w0}7eli7oyandex.ru
  104.253.43.230:443 | ping=0.13s | ru | a_!49d9eyandex.ru
  104.253.43.252:443 | ping=0.131s | ru | mon.(jfyandex.ru
  s1.proxytg.space:443 | ping=0.132s | eu | h|c9-mdrive.google.com
  ethereal.arixo.shop:443 | ping=0.136s | ru | **-@avito.ru
  pika.proxytg.space:443 | ping=0.14s | eu | $2(n~l{pika.proxytg.space
  62.238.27.70:443 | ping=0.142s | eu | 
